Hostname, Product, Version, Instance Id, Region,Root Snapshot,Root Encryption, Non Root Snapshot,Non Root Encryption
 nhsdigitalpra.beyondtrustcloud.com,bpam,5.4.0,i-0799f8183d4567b2c,eu-west-2,snap-04a3c9c94c049fb7c,True,snap-08b94f52165fb328b,True
 warwickshirepolice.beyondtrustcloud.com,bpam,5.4.0,i-046591f279b2bdd94,eu-west-2,snap-07e5c40d47250d542,True,snap-049cf73420f1c9684,True
 abpgroupireland.beyondtrustcloud.com,bpam,5.4.0,i-0123e14b105ea6f30,eu-west-2,snap-04e3b3f9c338923a4,True,snap-08b8543ad2c0fe957,True
 drmartenspra.beyondtrustcloud.com,bpam,5.4.0,i-0cf4ec10c52f064d0,eu-west-2,snap-055bb2b173d810dae,True,snap-08395c32eff361981,True
 greeneking.beyondtrustcloud.com,bpam,5.4.0,i-002e9cd42fd17337f,eu-west-2,snap-0b42fe35f5c3b4ef1,True,snap-0e3e6dbb2a7b1cb33,True
 abertayuniversity.beyondtrustcloud.com,bpam,5.4.0,i-0b36b23d146f8b37d,eu-west-2,snap-027943e88391f9d22,True,snap-041d39bf8f4cb2fa8,True
 csampson2.beyondtrustcloud.com,bpam,6.0.1,i-0e1fff81ef9a6e4a2,eu-west-2,snap-0ae014a5c5df1976a,True,snap-086b91a1d88d47a5f,True
 eval-1b468029.beyondtrustcloud.com,bpam,6.0.1,i-0204875e33c483f46,eu-west-2,snap-0e6c39296fdd40b61,True,snap-0513809be17470acc,True
 f1.beyondtrustcloud.com,bpam,5.4.0,i-0121608293083825f,eu-west-2,snap-0121bad401196a58e,True,snap-03ba6da0cdd005a22,True
 hench.beyondtrustcloud.com,bpam,6.0.1,i-0a9cc2636b15b6b7b,eu-west-2,snap-0fd1be4a377416ad0,True,snap-06d08040053c5c185,True
 vitalenergi.beyondtrustcloud.com,bpam,6.0.1,i-0da825f759aa15e5f,eu-west-2,snap-0c601aefde69128d8,True,snap-07d6cbbe31ea6c2dd,True
 rscpra.beyondtrustcloud.com,bpam,5.4.0,i-01a6061e1e4c563e9,eu-west-2,snap-05f398b571117bbef,True,snap-08c3688d6ec940bbf,True
 siskgroup.beyondtrustcloud.com,bpam,5.4.0,i-070326236d6ff3c56,eu-west-2,snap-0ee3c852a05d37d90,True,snap-01949224b92f791c3,True
 ablemagic.beyondtrustcloud.com,bpam,5.4.0,i-04224c509018e49e4,eu-west-2,snap-07937ff61256f3cca,True,snap-0ca1fe1d78f4c8cdc,True
 lcfcpra.beyondtrustcloud.com,bpam,5.4.0,i-0fe2aafe49b8522d2,eu-west-2,snap-099119c470c6b9c21,True,snap-0c36cc9e1de220825,True
 drax.beyondtrustcloud.com,bpam,5.4.0,i-0e6e5d88ad07f23c2,eu-west-2,snap-008111b204a9a070d,True,snap-0888718a6bdeaac8d,True
 eelsecurepra.beyondtrustcloud.com,bpam,5.4.0,i-00e91bddaa9745660,eu-west-2,snap-058c7095e0b06225e,True,snap-01a7dee47cf410d18,True
 greencore.beyondtrustcloud.com,bpam,6.0.1,i-0429afbc527695889,eu-west-2,snap-00f3e149cf6982267,True,snap-00b22c9bdc2340126,True
 elitegroup.beyondtrustcloud.com,bpam,5.4.0,i-04043322ffa115163,eu-west-2,snap-006ca67b92bbb1446,True,snap-000a37cd86d7ccfbb,True
 cwhitepra.beyondtrustcloud.com,bpam,5.4.0,i-0ffc6283452ad0371,eu-west-2,snap-02a39c3a557e3a42f,True,snap-0d498478ae07bd73d,True
 sanctuarypra.beyondtrustcloud.com,bpam,5.4.0,i-071bd5b7ab9010d69,eu-west-2,snap-0618444d5ad73bef5,True,snap-0476bfed0f717af16,True
 pa-desucla.beyondtrustcloud.com,bpam,6.0.1,i-023a787074820117d,eu-west-2,snap-011f0c2f857621ecf,True,snap-045d0ed213465ed46,True
 amit-pra.beyondtrustcloud.com,bpam,5.4.0,i-0dad257f5b534c86f,eu-west-2,snap-0d1c8ae90633935ab,True,snap-0ae4c34aaca88acc9,True
 eval-c4ad287e.beyondtrustcloud.com,bpam,6.0.1,i-0ecbc9a8d0b36010c,eu-west-2,snap-0e70ed68247138db2,True,snap-015af9fb1395b26d5,True
 eval-b8b647fd.beyondtrustcloud.com,bpam,6.0.1,i-072d9daab67959fd7,eu-west-2,snap-0adf77e842b616564,True,snap-04edcab8c2f1ec168,True
 gemfields.beyondtrustcloud.com,bpam,5.4.0,i-009c5914abe23792f,eu-west-2,snap-038689c78ab080369,True,snap-00b39031f9477ca06,True
 pra-elliott.beyondtrustcloud.com,bpam,5.4.0,i-05cc92f2006348fef,eu-west-2,snap-045331335a946380d,True,snap-028cc6f9dd2597bc1,True
 eval-4af037ab.beyondtrustcloud.com,bpam,6.0.1,i-00d3e04e8be4d1d3e,eu-west-2,snap-0b879a492a00072f7,True,snap-0bdde0a83c91e63e3,True
 lookers.beyondtrustcloud.com,bpam,5.4.0,i-0d7b37376ba19b2c1,eu-west-2,snap-0f83385bc1a2d7f0c,True,snap-07522911be25df697,True
 phoebus.beyondtrustcloud.com,bpam,5.4.0,i-096825b29aa616e42,eu-west-2,snap-02a836664ef250090,True,snap-051be1e8cfb612759,True
 abpuk.beyondtrustcloud.com,bpam,5.4.0,i-0aa5c07683919b32f,eu-west-2,snap-07bf99cdd1a30ce2d,True,snap-015db57b0afeaa0ec,True
 teleperformance-es.beyondtrustcloud.com,bpam,5.4.0,i-0b980b8729f75f85c,eu-west-2,snap-0081024d46b285fa8,True,snap-07189a94843b25997,True
 deltagalil.beyondtrustcloud.com,bpam,6.0.1,i-02f64bcd2902254e1,eu-west-2,snap-0c40e047a5a1ebccc,True,snap-092a5df835053517f,True
 migdalei.beyondtrustcloud.com,bpam,5.4.0,i-05315bd748242cebd,eu-west-2,snap-01e726c57c0db3262,True,snap-0ef32f950580f5059,True
 go-ahead.beyondtrustcloud.com,bpam,5.4.0,i-0b93ea91f19565e90,eu-west-2,snap-0b78e7098f4e98d75,True,snap-0b6b4ee85829db016,True
